1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,128,32,4,16,os,399,16.040
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,32,128,4,16,os,291,21.993
1,32,128,4,16,os,291,21.993
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,32,128,4,16,os,291,21.993
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,1,128,4,16,os,145,1.379
1,32,128,4,16,os,291,21.993
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,16,64,4,16,os,81,19.753
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,64,16,4,16,os,135,11.852
1,1,128,4,16,os,145,1.379
1,128,32,4,16,os,399,16.040
1,1,128,4,16,os,145,1.379
1,128,32,4,16,os,399,16.040
1,128,32,4,16,os,399,16.040
1,1,64,4,16,os,81,1.235
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,128,1,4,16,os,151,1.325
1,1,128,4,16,os,145,1.379
1,64,1,4,16,os,75,1.333
1,128,1,4,16,os,151,1.325
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,1,128,4,16,os,145,1.379
1,128,1,4,16,os,151,1.325
1,1,128,4,16,os,145,1.379
1,32,64,4,16,os,163,19.632
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,1,4,16,os,151,1.325
1,128,16,4,16,os,271,11.808
1,16,64,4,16,os,81,19.753
1,16,64,4,16,os,81,19.753
1,64,16,4,16,os,135,11.852
1,64,16,4,16,os,135,11.852
1,1,64,4,16,os,81,1.235
1,1,64,4,16,os,81,1.235
1,64,1,4,16,os,75,1.333
1,64,1,4,16,os,75,1.333
1,32,64,4,16,os,163,19.632
1,32,64,4,16,os,163,19.632
1,128,16,4,16,os,271,11.808
1,128,16,4,16,os,271,11.808
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,64,32,4,16,os,199,16.080
1,64,32,4,16,os,199,16.080
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,16,128,4,16,os,145,22.069
1,64,32,4,16,os,199,16.080
1,64,32,4,16,os,199,16.080
